"article_title","merged_string","text_date"
"Die Bank gewinnt immer","Die UBS gab am Dienstag bekannt, künftig nur noch nachhaltige Fonds für die Anlage von Vorsorgegeldern in der zweiten und dritten Säule anzubieten. «Als erste Schweizer Bank», wie man am Zürcher Paradeplatz superlativisch betont. «Nachhaltig» verkauft sich gut und immer besser – die Klimajugend lässt grüssen. ESG heisst das Kürzel, auf das auch die UBS abstellt. Es steht für Environment, Social, Governance – oder zu Deutsch Umwelt, Sozial und Unternehmensführung. Der mittlerweile etablierte Standard, der nachhaltige Anlageklassen besser vergleichbar machen soll und eben auch weitere Faktoren als rein finanziell getriebene einschliesst. Wichtig für Anleger: Solche nachhaltigen Fonds verfolgen oft einen «Best in Class»-Ansatz. Sprich: Die Fonds-Manager wählen nicht nur Titel von Unternehmen aus, die in besonders grünen Wirtschaftszweigen tätig sind, sondern auch jene, die punkto Nachhaltigkeit in ihrer Branche am besten abschneiden. Was gleichzeitig eben nicht heisst, dass die Unternehmen punkto Nachhaltigkeit über alle Zweifel erhaben sind. Nachhaltigkeit bei Geldanlagen ist kein grüner Spleen: Auch Firmen, deren Aktien in einem Fonds mit ESG-Einbezug vertreten sind, können noch viel mehr tun, um ihren ökologischen Fussabdruck zu reduzieren, fortschrittlichere Arbeitsbedingungen zu bieten und die Transparenz sowie die Integrität ihrer unternehmerischen Prozesse zu verbessern. Stellt sich also die Frage, ob das die Nachhaltigkeit wirklich fördert. Dazu lässt sich festhalten, dass die Nachhaltigkeit bei der Geldanlage kein Spleen grüner Gutmenschen ist, sondern relevanter Faktor im Anlageprozess – mit dem Potenzial, Risiken zu reduzieren. Das in nachhaltigen Anlagevehikeln investierte Vermögen nimmt seit Jahren überdurchschnittlich zu, wodurch der Druck auf die Firmen steigt, diesen Pfad zu begehen. Grüner ist auch nicht gratis: Am Beispiel der nachhaltigen Fonds, die von der UBS für die Säule-3a-Kundschaft angepriesen werden, fällt auf, dass es sich bei all diesen Angeboten um Dachfonds (Fund of Funds) handelt. Das heisst salopp formuliert: Der Fondsmanager bündelt verschiedene andere Fonds zu einem neuen Anlagevehikel. Der Vorteil: Breitere Diversifikation und damit bessere Streuung des Risikos. Der Nachteil: Solche Konstrukte haben vergleichsweise hohe Gebühren. Denn auch bei den Fonds, die im Dachfonds enthalten sind, werden Gebühren abgezwackt. Tatsächlich sind die Gebühren bei den 3a-Fonds der UBS relativ hoch. Der Online-Vergleichsdienst Moneyland.ch hat auf Nachfrage von SRF die Gesamtkosten der UBS-Fonds überprüft. Bei einer Anlagesumme von 100'000 mit einem Anlagehorizont von 10 Jahren schlagen sie pro Jahr im Schnitt mit 1.46 Prozent zu Buche. Der Mittelwert über alle Vorsorgefonds liegt hingegen bei 1.21 Prozent. Und es sind die Gebühren, die der Anleger im Blick haben sollte – denn diese schmäleren seine effektive Rendite. Während sie für die Bank ein gutes Geschäft darstellen. Völlig unabhängig davon, wie nachhaltig das Geld angelegt ist.","2020-09-01T19:39:00+02:00"
"Viele Konzerne trotzen der Coronakrise","Nestlé, UBS, Roche, Swiss Re, um nur einige zu nennen: Die meisten Schweizer Schwergewichte haben ihre Halbjahreszahlen schon vorgelegt.Der Trend zeigt: Die Coronakrise belastet die Wirtschaft weniger als erwartet. Vor allem im zweiten Quartal waren die Ergebnisse etwas besser als erwartet. Daniel Kalt, Chefökonom Schweiz der UBS, sagt zur Begründung: «Viele Analysten haben die Erwartungen für das 2. Quartal sehr tief nach unten revidiert. Und einige Firmen vermochten diese tiefen Erwartungen jetzt leicht zu übertreffen.» Einige Branchen überraschten positiv: Zu tiefe Erwartungen wegen der Coronakrise – das habe auch daran gelegen, sagt Christian Gattiker, Chefstratege bei Julius Bär, dass «die Analysten, die Investoren überhaupt keine Erfahrung haben mit dieser Art von Rezession, die wir hatten». Das habe es sehr erschwert, die tatsächlichen Schäden für die Wirtschaft im Voraus zu beziffern. Am Ende konnten daher einige Branchen positiv überraschen. Dazu zählen insbesondere Banken, Unternehmen aus der Bauwirtschaft, der Industrie und der Technologie. Luxusgüterbranche stark in Mitleidenschaft gezogen: Eher schlechter lief es dagegen in der Luxusgüterbranche, bei Uhrenherstellern sowie Dienstleistern, etwa aus der Reisebranche. Daniel Kalt: «Die haben natürlich besonders gelitten unter diesen Lockdowns.» Viele Leute sassen wegen Corona wochenlang zu Hause, gingen nicht auswärts essen und verreisten nicht. Deutlich weniger von der Krise profitiert als vielleicht von manchen erwartet, hätten Pharmakonzerne wie Roche und Novartis, sagt Julius-Bär-Experte Gattiker. «Der Grund ist natürlich eben auch, dass sehr viele Arzt- und Spitalbesuche ausgefallen sind. Und das hat doch zu empfindlichen Ausfällen geführt.» Lage hat sich entspannt: Daher profitierten im Gesundheitswesen nur einzelne Firmen wie Lonza von der Pandemie. Das Feinchemie-Unternehmen forscht zusammen mit der US-Biotechfirma Moderna an einem Corona-Impfstoff. Für das zweite Halbjahr hat sich der Ausblick etwas aufgehellt. Denn die Lage hat sich entspannt, Konsumentinnen und Konsumenten geben wieder mehr Geld aus. Mit einer zweiten Corona-Welle könnte sich das aber schnell wieder ändern. Die Unsicherheit bleibt also.","2020-08-07T04:09:00+02:00"
"Viele Konzerne trotzen der Coronakrise","Nestlé, UBS, Roche, Swiss Re, um nur einige zu nennen: Die meisten Schweizer Schwergewichte haben ihre Halbjahreszahlen schon vorgelegt.Der Trend zeigt: Die Coronakrise belastet die Wirtschaft weniger als erwartet. Vor allem im zweiten Quartal waren die Ergebnisse etwas besser als erwartet. Daniel Kalt, Chefökonom Schweiz der UBS, sagt zur Begründung: «Viele Analysten haben die Erwartungen für das 2. Quartal sehr tief nach unten revidiert. Und einige Firmen vermochten diese tiefen Erwartungen jetzt leicht zu übertreffen.» Einige Branchen überraschten positiv: Zu tiefe Erwartungen wegen der Coronakrise – das habe auch daran gelegen, sagt Christian Gattiker, Chefstratege bei Julius Bär, dass «die Analysten, die Investoren überhaupt keine Erfahrung haben mit dieser Art von Rezession, die wir hatten». Das habe es sehr erschwert, die tatsächlichen Schäden für die Wirtschaft im Voraus zu beziffern. Am Ende konnten daher einige Branchen positiv überraschen. Dazu zählen insbesondere Banken, Unternehmen aus der Bauwirtschaft, der Industrie und der Technologie. Luxusgüterbranche stark in Mitleidenschaft gezogen: Eher schlechter lief es dagegen in der Luxusgüterbranche, bei Uhrenherstellern sowie Dienstleistern, etwa aus der Reisebranche. Daniel Kalt: «Die haben natürlich besonders gelitten unter diesen Lockdowns.» Viele Leute sassen wegen Corona wochenlang zu Hause, gingen nicht auswärts essen und verreisten nicht. Deutlich weniger von der Krise profitiert als vielleicht von manchen erwartet, hätten Pharmakonzerne wie Roche und Novartis, sagt Julius-Bär-Experte Gattiker. «Der Grund ist natürlich eben auch, dass sehr viele Arzt- und Spitalbesuche ausgefallen sind. Und das hat doch zu empfindlichen Ausfällen geführt.» Lage hat sich entspannt: Daher profitierten im Gesundheitswesen nur einzelne Firmen wie Lonza von der Pandemie. Das Feinchemie-Unternehmen forscht zusammen mit der US-Biotechfirma Moderna an einem Corona-Impfstoff. Für das zweite Halbjahr hat sich der Ausblick etwas aufgehellt. Denn die Lage hat sich entspannt, Konsumentinnen und Konsumenten geben wieder mehr Geld aus. Mit einer zweiten Corona-Welle könnte sich das aber schnell wieder ändern. Die Unsicherheit bleibt also.","2020-08-07T04:09:00+02:00"
"«Parteien müssen die Unabhängigkeit der Richter respektieren»","Die UBS muss 45’000 Datensätze von UBS-Kunden nach Frankreich liefern. Das entschied das Bundesgericht letzte Woche mit 3 zu 2 Stimmen. Den Ausschlag gab der Walliser Bundesrichter Yves Donzallaz, Mitglied der SVP. Seitdem steht Donzallaz in seiner Partei heftig in der Kritik. Fraktionspräsident Thomas Aeschi erklärte, dass man sich ernsthaft fragen müsse, ob die SVP Bundesrichter der eigenen Partei wiederwählen wolle, wenn sie in keiner Weise das eigene Gedankengut vertreten würden. SRF News: Geht diese Kritik an SVP-Richter Donzallaz über die legitime Urteilsschelte hinaus? Giusep Nay: Ja, ganz klar. Man kann Bundesgerichtsentscheide sachlich kritisieren, auch vonseiten der Politik. Das gehört zum Spiel «Checks and Balances». Wenn aber eine Partei von den Richtern verlangt, dass sie entsprechend der Parteilinie entscheiden, dann ist das eine Verletzung der Gewaltenteilung und der Unabhängigkeit des Richters. Gibt es für eine Partei kein Anrecht darauf, dass ihr Richter in ihrem Sinne Urteile fällt? Nein. Wenn überhaupt, dann höchstens in Ermessensfragen, wo gesellschaftspolitische Auffassungen eine Rolle spielen. Niemals aber in der Auslegung und Anwendung von Gesetzen, wie es hier der Fall ist. Haben Sie Beispiele aus Ihrer Zeit als Bundesrichter, wo das Parteibuch trotzdem eine Rolle spielte? Nein, als von der CVP nominierter Bundesrichter bin ich da gut positioniert. Natürlich waren auch meine Positionen der CVP nicht immer genehm. Ich hatte aber deswegen nie eine solche Schelte bekommen wie nun Donzallaz bei der SVP. Wenn man die Kritik am Bundesgericht zu Ende denkt, läuft das letztlich auf eine Amerikanisierung der Bundesrichter hinaus. Stimmt das? Ganz genau. Das ist die grosse Gefahr und entspricht ganz und gar nicht unserer Bundesverfassung. Wenn das Vorschlagsrecht der Parteien für Bundesrichter beibehalten werden will, müssen die Parteien die Unabhängigkeit der Richter respektieren. Nun spricht man von Nicht-Wiederwahl von Richtern. Für mich stellt sich die Frage, ob man Kandidaten einer solchen Partei, die Druck auf die Richter ausübt, wählen kann. Bei der Wiederwahl stellt sich die Gretchenfrage für jeden Bundesrichter: Sind sie genügend unabhängig von ihrer Partei? Die UBS-Verhandlung war öffentlich. Wäre es nicht besser, würde das Bundesgericht würde hinter verschlossenen Türen tagen? Nein. Man muss das so handhaben wie bisher. Aber die Mentalitäten, vor allem seitens der Politiker, die jetzt unsachlich gegen das Bundesgericht vorgehen, die müssen sich ändern. FDP-Nationalrat Hans-Peter Portmann will das Urteil von der parlamentarischen Rechtskommission analysieren lassen. Was sagen Sie dazu? Die Politiker haben das Recht und die Pflicht, solche Urteile genau unter die Lupe zu nehmen. Aber was jetzt geschehen ist, ist etwas anderes. Man kennt die Urteilsbegründung ja noch gar nicht. Und auf die kommt es hier in diesem Fall wesentlich an. Die Diskussion schon vorher zu führen, ist nicht sachgerecht. Glauben Sie, dass für die Bundesrichter etwas zurückbleiben wird? Ich hoffe nicht. Auch zu meiner Zeit gab es teilweise solche Diskussionen. Meine Haltung war stets, dass wenn man mich wegen irgendeiner Haltung nicht mehr wählen will, dann soll man das tun. Das ist die Haltung, die jeder Bundesrichter haben muss. Das Gespräch führte Simon Leu.","2019-07-30T11:24:00+02:00"
"Phishing-Flut: Kreditkarten-Anbieter blockieren Karten präventiv","Ein UBS-Kunde wollte sich beim Onlinehändler Microspot einen neuen Computer im Wert von 2000 Franken kaufen. Seine UBS-Kreditkarte machte ihm jedoch einen Strich durch die Rechnung. Sie funktionierte nämlich nicht. Der Kunde meldete sich bei seinem Kreditkartenanbieter. Dort sagte man dem Hörer, man habe die Karte aus Sicherheitsgründen gesperrt. Denn man habe einen Betrüger hinter dem Einkauf vermutet. Spezielle Sicherheitssysteme sollen schützen: Kreditkarten-Anbieter haben ein spezielles Sicherheitssystem. Die UBS, welche ihre eigenen Kreditkarten herausgibt, bestätigt den Fall gegenüber dem SRF Konsumenten-Magazin «Espresso». Und auch die beiden Herausgeber Viseca und Swisscard bestätigen über entsprechende Sicherheitssysteme zu verfügen. Diese scannen Transaktionen, filtern solche, die verdächtig scheinen, und blockieren diese automatisch. Ein Beispiel: Eine Kreditkarte wird in der Schweiz und eine halbe Stunde später in Japan verwendet. Der Algorithmus des Programms erkennt, dass dies rein geografisch gar nicht möglich ist und blockiert die Transaktion. So passierte dies auch dem Espresso-Hörer. Das System filterte an diesem Tag Transaktionen ab einer bestimmten Höhe und von bestimmten Plattformen, eben zum Beispiel Microspot. Der Grund: Die Sicherheitsexperten hatten bemerkt, dass vermehrt Käufe mit gestohlenen Kreditkartendaten auf dieser Plattform getätigt wurden. Diese Mechanismen sollen die Anbieter vor Gaunern schützen. Denn die Karten-Herausgeber haften bei einem Betrug, und nicht der Kunde, vorausgesetzt er geht mit seinen Kreditkarten-Daten nicht fahrlässig um. So oder so, sollte man aber die Kreditkartenabrechnung genau prüfen, denn möglicherweise werden nicht alle Missbräuche vom Prüfsystem gefiltert.","2016-12-18T07:00:00+01:00"
"Sturm auf Corona-Nothilfekredite","Allein die UBS hat bis am späten Nachmittag rund 6000 Anfragen erhalten und bereits ersten Kunden den angefragten Betrag ausbezahlt. Credit Suisse, Raiffeisen Schweiz und die Kantonalbanken melden Hundert bis mehrere Tausend Anträge. Bei der Migrosbank landen die Anträge seit Schalteröffnung fast im Minutentakt im elektronischen Postfach. Bernd Geisenberger, der Leiter Firmenkunden bei der Migrosbank, schätzt, dass es in diesem Takt weitergehen wird: «Insbesondere über das Wochenende. Weil man am Wochenende Zeit hat, sich in Ruhe hinzusetzen und nach dem Tagesgeschäft die ganzen Verordnungen zu lesen, Formulare auszufüllen und einzureichen.» Die Postfinance vermeldet 3800 Anträge für Corona-Kredite. Sie darf ausnahmsweise Kredite vergeben. Sandra Lienhart, die das Retailgeschäft bei Postfinance leitet, hofft, so schnell wie möglich Geld auszuzahlen: «Wir gehen davon aus, dass wir eine halbe Stunde bis eine Stunde brauchen, bis wir ein Kreditgesuch geprüft haben und dass wir innerhalb von 12 Stunden die Kreditlimiten auch aussetzen können.» Die Postfinance schreibt das Darlehen nicht wie andere Banken auf den Konten gut, sondern erlaubt den Kunden stattdessen, die Limiten zu überziehen. Die Kreditsummen würden von relativ kleinen Summen um die 10'000 Franken bis weit über 200'000 Franken reichen, sagt Sandra Lienhart. Dies zeige, dass die KMU dieses Hilfspaket sehr umsichtig in Anspruch nehmen würden. Unternehmer sind positiv überrascht: Die Kredite können mit wenig administrativem Aufwand beantragt werden, sagt der Unternehmer Marcel Meyer. Die Krise hat sein Geschäft hart getroffen. Er beschäftigt 20 Angestellte, die Haarprodukte vertreiben. Seit die Coiffeure geschlossen haben, ist sein Umsatz um 80 Prozent eingebrochen. Bisher brauchte er nie einen Kredit. Vom Antrag für den Notkredit ist er positiv überrascht. Der Geschäftsführer von Blue Box Distribution sagt, er habe das Formular in 15 Minuten ausgefüllt. Er empfiehlt trotzdem, persönlich mit den Bankberatern zu sprechen, weil diese den Betrieb kennen würden und offene Fragen klären können. Halbstundenfrist nicht überall eingehalten: Aufgrund der grossen Nachfrage haben mehrere Banken Personal aus anderen Bereichen für die Bearbeitung der Kreditanfragen eingesetzt. Die von Bundesrat Ueli Maurer versprochene Halbstundenfrist für einen Kreditantrag konnte nicht überall eingehalten werden. Jürg Bühlmann, Leiter Firmenkunden bei der Zürcher Kantonalbank sagt, dass zu Beginn damit zu rechnen sei, dass die Bearbeitung länger dauere. Dies werde sich in den nächsten Tagen aber einpendeln.","2020-03-26T19:49:00+01:00"
"Milliarden dank Denunzianten","Der ehemalige UBS-Banker Bradely Birkenfeld: Seine Informationen haben massgeblich dazu beigetragen, dass das Bankgeheimnis in der Schweiz zu Fall gebracht worden ist. Sie haben dem amerikanischen Fiskus geschätzte 5 Milliarden US-Dollar Einnahmen beschert und ihm selber ein Belohnung von 104 Millionen. Birkenfeld ist kein Einzelfall. Nicht nur die Steuerbehörde IRS, auch die Börsenaufsicht SEC und die Aufsicht des Future- und Obligationenhandels CFTC arbeiten eng mit Whistleblowern zusammen. In den USA hat die Belohnung von Spitzeln eine lange Tradition: Unter Abraham Lincoln wurde die «False Claim Act» (1863) verabschiedet, ein Gesetz, dass es erlaubt, gegen Personen und Unternehmen zu ermitteln, die den Staat betrügen. Das Besondere: Das Gesetz ermuntert mit der «Qui Tam»-Verordnung die Mitarbeiter eines betrügerischen Unternehmens, das Delikt anzuzeigen, und verspricht eine grosszügige Belohnung. Die Summe liegt gewöhnlich zwischen 10 und 30 Prozent des wiedergutgemachten Schadens. Ein riesiges Geschäft. In den letzten Jahren hat das Whistleblowing markant zugenommen. So stiegen die Staatseinnahmen durch Fälle, die aufgrund der «False Claim Act» angezeigt wurden, zwischen 1988 und 2014 von 2,3 Millionen auf 3 Milliarden – eine Vertausendfachung. Betrug nimmt nicht ab: Trotz der Erfolge der Justizbehörden gehen Experten wie Kurt Schulzke von der Kennesaw Universität in Atlanta davon aus, dass Betrug in den USA weiterhin flächendeckend grassiert: «20 bis 50 Prozent der Finanzchefs öffentlicher Unternehmen manipulieren regelmässig ihre Bilanz», schätzt Kurt Schulzke. «Die mit Betrug verbundenen Anreize sind immer noch grösser als die zu befürchtenden Nachteile.» Deswegen glaubt er, Betrug müsse noch stärker gebüsst werden. Das schrecke Täter ab und motiviere Whistleblower. Einwände, dass Kriminelle wie Bradley Birkenfeld davon profitierten, weist Kurt Schulzke als das kleinere Übel zurück. Betrug sei Teil eines Wirtschaftskrieges, und im Krieg sei – wie in der Liebe – alles erlaubt. «Ethisch ist, was der gesamten Gesellschaft nützt», schliesst der Jurist. Die drei Beteiligten Staat, Whistleblower und Anwälte profitieren von dem System. Whistleblowing ist nicht nur eine wirksame Waffe gegen Betrug, Whistleblowing ist auch eine gute Geschäftsidee. Und im «Land of the Free» fallen lukrative Geschäftsideen stets auf fruchtbaren Boden.","2015-06-22T18:11:00+02:00"
"Immobilienblase wächst langsamer","Nach Ansicht der UBS hat sich die Gefahr einer baldigen Wohnimmobilienblase etwas entschärft. In einem Bericht kommt sie zum Schluss, dass der Immobilienblasenindex im zweiten Quartal 2013 um 0.03 Punkte auf 1.20 Zähler stieg. Eine Blase würde die Bank ab einem Wert von 2 konstatieren. Trotz erneutem Anstieg habe sich der Trend etwas abgeflacht. Das könne als Marktberuhigung wahrgenommen werden. Keine Entwarnung in Sicht: Im Gegensatz zur Immobilienblase der 1980er Jahre zeige der Index keine Anzeichen einer Beschleunigung. Trotzdem sei der Trend mit Vorsicht zu geniessen: Denn der Markt befinde sich auf dem Höhepunkt eines mittlerweile 15 Jahre andauernden Preiszyklus und zeige insgesamt deutliche Anzeichen einer Überbewertung, schreiben die Immobilienexperten der Bank.     00:57VideoUBS: Gefahr einer Immobilienblase hat nicht zugenommen                                                      Aus Tagesschau vom 05.08.2013.                                                  abspielen. Laufzeit  57 Sekunden. Vor allem die anhaltende Preissteigerung bei Wohnimmobilien und die Zunahme der Hypothekarkredite bei stagnierenden Haushaltseinkommen hätten zum erneuten Anstieg des Indexes geführt. Im Jahresvergleich sind die Preise für Eigenheime laut den Angaben real um 5,4 Prozent nach oben geklettert. Risiken vor allem in der Agglomeration: Neben Locarno zählt die UBS neu auch mittelgrosse Zentren wie Winterthur und die Agglomeration im Zürcher Ober- und Unterland zu den Regionen mit erhöhtem Gefahrenpotenzial. Diese Regionen haben deutlich an Attraktivität gewonnen, weil die Preise in grossen Städten und ihren direkten Agglomerationen stark gestiegen sind. Die Zahl der Gefahrenregionen blieb im zweiten Quartal hingegen unverändert.","2013-08-05T13:49:00+02:00"
"Ferienwohnungen werden günstiger","Das Wichtigste in Kürze:: Laut einer Studie der UBS ist der Kauf von Ferienwohnungen in den Schweizer Bergen deutlich günstiger geworden.Vor allem an Top-Standorten wie St. Moritz, Gstaad und Verbier sanken die Preise seit 2012 deutlich.Gründe sind der starke Franken und ein Bauboom nach der Annahme der Zweitwohnungs-Initiative. Zudem sind Eigentums-Ferienwohnungen bei jüngeren Generationen unbeliebter. Während die Preise für Ferienwohnungen in den Bergen in Frankreich oder Österreich ansteigen, sinken sie in der Schweiz. Dies sagt die neue UBS-Studie «Alpine Property Focus». Laut dieser hat sich auch die Zahl der leer stehenden Ferienwohnungen im Vergleich zu 2011 fast verdoppelt. In den zehn teuersten Destinationen liegen die Leerstände zwar tiefer als noch 2012. In den übrigen Alpinresorts sei wegen der Annahme der Zweitwohnungsinitiative und dem daraus entstandenen Bauboom in den Schweizer Alpen die durchschnittliche Leerstandsquote auf 1,9% gestiegen, was einer Verdoppelung entspreche. Engadin/St. Moritz teuerste Destination der Alpen: Am stärksten gingen die Preise für Ferienwohnungen in der Lenzerheide zurück, nämlich um 9 Prozent. In Laax, Scuol, Crans-Montana und Verbier sank das Preisniveau um rund 6 bis 7 Prozent. Auch in Engadin/St. Moritz liessen die Preise um 3 Prozent nach, trotzdem verteidigte die Destination den ersten Rang der teuersten Ferienwohnungen des ganzen Alpenraums. Zulegen konnten die Preise hingegen in Arosa und Zermatt. Österreich und Frankreich beliebt: Seit 2014 sanken die Preise für Ferienwohnungen in Schweizer Alpendestinationen um durchschnittlich 1 Prozent. Anders sieht es in den französischen und österreichischen Alpen aus: Dort stiegen die Preise in den letzten drei Jahren um durchschnittlich 3,5 respektive 2,5 Prozent. Nachfrage schrumpft wohl auch in Zukunft: Für die nächsten Jahre erwartet die UBS weitere Preisrückgänge. Ferienwohnungen sind bei den Schweizern immer weniger beliebt, sie fahren öfter ins Ausland. Durch Sharing-Economy-Angebote können Ferienwohnungen einfacher gemietet werden - ein Eigentum wird dadurch unnötig. Hinzu kommt, dass die wichtigste Nachfragegruppe der 50 bis 55-Jährigen in Zukunft aufgrund der Demografie schrumpfen wird.     Die teuersten FerienwohnungenDie Schweiz hat nach wie vor den teuersten Markt für Ferienwohnungen im Alpenraum. An erster Stelle liegt St. Moritz mit rund 14'000 Franken pro Quadratmeter. Gstaad und Verbier belegen die Plätze zwei und drei. Danach folgt das französische Courchevel mit 12'000 Franken.Im Segment über 10'000 Franken liegen auch die Lenzerheide, Zermatt, Davos/Klosters, Laax/Flims und die Jungfrau-Region. Im Mittelfeld rangieren Ferienorte wie Scuol, Arosa und Saas-Fee. Wer eine Ferienwohnung für weniger als 6000 Franken pro Quadratmeter sucht, wird in Evolène, Leukerbad oder Disentis fündig.","2017-06-12T11:54:00+02:00"
"Auf Mächlers Wahlplakat jubeln Statisten","Seit 16 Jahren sitzt UBS-Banker Marc Mächler im St. Galler Kantonsrat. Nun soll er den Regierungsratssitz von Parteikollege Willi Haag für seine Partei sichern. Im ersten Wahlgang scheiterte Mächler mit rund 76'000 Stimmen relativ knapp. Deshalb muss er in den zweiten Wahlgang am 24. April. Es musste schnell gehen: Laut Wahlkampagnenleiter und FDP-Vizepräsident Sven Bradke habe die Zeit für eine neue Kampagne gedrängt. Ausserdem seien die finanziellen Mittel knapp gewesen. Innerhalb von drei Tagen wurde ein Plakat kreiert, auf welchem eine Gruppe von Personen den Kandidaten mit «Daumen hoch» unterstützt. Bei den Personen handelt es sich aber nicht um FDP-Mitglieder oder Fans aus dem Kanton St. Gallen, sondern um Models, die für die internationale Fotoagentur Fotolia posierten. Die bezahlten Fans stammen aus unterschiedlichen Kulturen und wirken teilweise noch sehr jung. Sven Bradke erklärte auf Anfrage, ein Foto mit echten Fans oder Wählern wäre zu aufwendig und zu teuer gewesen.","2016-04-05T03:09:00+02:00"
"Der Steuerstreit mit den USA – eine Chronologie","April 2007: Der ehemalige UBS-Kundenberater Bradley Birkenfeld informierte 2007 die US-Finanzbehörde IRS über die systematische Beihilfe zur Steuerhinterziehung bei der UBS. Die Steueraffäre kommt ins Rollen. 19. Juni 2008: Birkenfeld erklärt sich vor einem amerikanischen Gericht schuldig, für UBS-Kunden Geld am Fiskus vorbeigeschleust zu haben. Er wird zu 40 Monaten Gefängnis verurteilt.   19. August 2009: Nach monatelangem Tauziehen einigen sich die Schweiz und die USA auf einen Vergleich. Die USA erhalten 4450 UBS-Kundendaten. Die UBS zahlt zudem eine Busse von 780 Millionen Dollar. Juni 2010: National- und Ständerat heissen den UBS-Vergleich in Form eines Staatsvertrages mit den USA gut.   16. November 2010: Nach Erhalt der meisten UBS-Kundendaten zieht die US-Steuerbehörde IRS ihre zivilrechtliche Klage gegen die UBS zurück. Sie will aber gegen weitere Banken in der Schweiz ermitteln.   Februar 2011: Die USA haben inzwischen neben der CS weitere Banken im Visier, darunter die HSBC Schweiz, die Basler und Zürcher Kantonalbanken, Julius Bär und die Bank Wegelin. Einer der Vorwürfe: Die Banken hätten Ex-UBS-Kunden angeworben und ihnen angeboten weiter nicht deklarierte Gelder zu verwalten. 9. Dezember 2011: Das US-Justizministerium verlangt von Schweizer Banken auch Namen von Kundenberatern. Das schweizerische Recht verbietet aber die direkte Herausgabe von Dokumenten mit Namen von Mitarbeitenden.  18. Januar 2012: Der Bundesrat entscheidet, dass codierte Bankdaten ans US-Justizministerium geliefert werden dürfen. Den Schlüssel zur Decodierung sollen die USA im Rahmen von Aufsichtsamts- und Rechtshilfeverfahren erhalten – oder wenn eine globale Lösung im Steuerstreit vereinbart ist.   27. Januar 2012: Die Lage spitzt sich zu: Die Besitzer der Bank Wegelin verkaufen unter dem Druck der USA ihr Nicht-US-Geschäft an die Raiffeisen Gruppe. Ein Grossteil der Bank führt die Raiffeisengruppe unter dem Namen Notenstein weiter.  16. März 2012: Das Schweizer Parlament erklärt sich mit Gruppenanfragen aus den USA einverstanden und stimmt einer entsprechenden Ergänzung des Doppelbesteuerungsabkommens zu.   4. April 2012: Der Bundesrat erlaubt den Banken auch die Herausgabe von uncodierten Mitarbeiterdaten an die USA.   4. Dezember 2012: Die Schweiz und die USA einigen sich auf die Einführung des «Foreign Account Tax Compliance Act» (Fatca) auf voraussichtlich 2014. Damit wollen die USA erreichen, dass sämtliche Auslandskonten von US-Steuerpflichtigen besteuert werden können.   3. Januar 2013: Die Bank Wegelin gibt in den USA ein Schuldgeständnis ab und gesteht damit ein, Beihilfe zur Steuerhinterziehung geleistet zu haben. Im März wird das Strafmass bekannt: Die Busse beläuft sich auf 74 Millionen Dollar.   21. März 2013: Auf ein präziser formuliertes Amtshilfegesuch der US-Steuerbehörde hin erlaubt das Bundesverwaltungsgericht die Lieferung von Kundendaten der Credit Suisse an die USA.  28. Mai 2013: Nach der UBS und der Credit Suisse sieht sich auch Julius Bär mit einer Gruppenanfrage konfrontiert. Die IRS reicht bei der Eidgenössischen Steuerverwaltung ein Amtshilfegesuch gegen Kunden der Bank ein.   29. Mai 2013: Die «Globallösung» für alle Banken ist gestorben. Der Bundesrat legt ein dringliches Gesetz vor, das es den betroffenen Geldhäusern erlaubt, sich mit Datenlieferungen und Ablasszahlungen an die USA freizukaufen.   19. Juni 2013: Die «Lex USA» scheitert im Parlament am Widerstand von SVP, FDP und SP, welche rechtsstaatliche und andere Bedenken geltend machen.   20. Juni 2013: Der Ständerat heisst als erste Kammer mit dem Fatca-Abkommen den künftigen Informationsaustausch mit den USA gut.   3. Juli 2013: Nach dem Nein des Parlaments zur «Lex USA» legt der Bundesrat «Plan B» vor. Die Banken erhalten die Möglichkeit, beim Bund Einzelbewilligungen zu beantragen, um Daten an die US-Behörden auszuliefern. Diese Lösung wird auf den Artikel 271 des Strafgesetzbuches gestützt.   5. Juli 2013: Die Schweiz darf den USA Daten von Kunden der Credit Suisse liefern. Das Bundesgericht weist die Beschwerde von betroffenen Personen ab. Laut Gericht ist die von der IRS gestellte Gruppenanfrage rechtlich nicht zu beanstanden. 29. August 2013: Die USA und die Schweiz unterzeichnen eine Vereinbarung, mit der der Steuerstreit faktisch beigelegt ist.","2013-08-30T19:27:00+02:00"
