"article_title","article_headline","article_content","text_date","article_url"
"Ex-UBS broker sentenced in fraudulent Puerto Rico bond sales scheme","Jose Ramirez will be the first person to serve jail time for their role in the scheme, which centered on sales of UBS proprietary closed-end bond funds.From January 2011 through September 2013, Ramirez advised his clients to improperly borrow money in order to invest in UBS Puerto Rico bond funds. The sales generated approximately $1.2 million in commissions.A CNBC investigation in December 2017 found that UBS was not forthcoming with its clients and brokers about the extent of the risks associated with its proprietary bond funds.","WASHINGTON — A former top broker in Puerto Rico for the Swiss banking giant UBS was sentenced to a year and a day in prison Tuesday, months after he pleaded guilty to criminal bank fraud for pocketing $1 million in commissions in a scheme that saw many investors lose their life savings. Jose Ramirez will be the first person to serve jail time for a role in the scheme, which centered on sales of UBS proprietary closed-end bond funds. In a near-empty courtroom in DC federal court, Ramirez asked Judge Thomas F. Hogan for leniency. ""I'm not here to blame anyone else,"" Ramirez, a 60-year-old father of three, told the judge. ""I ruined my record, my life and the lives of those who looked up to me."" The sentence was shorter than the 33-month maximum recommended by the government. Judge Hogan also ordered two years of supervised release, a $500 fine and granted Ramirez's request to voluntarily report to prison. ""I'm faced with a human being who has admitted his wrongdoings, and I think is remorseful for his actions,"" Judge Hogan said. Ramirez, who is known to many in Puerto Rico as ""The Whopper"" pleaded guilty in November 2018 for his role in a scheme to fraudulently obtain and misuse credit lines to purchase securities. ""UBS terminated the employment of Mr. Ramirez in January 2014, following an internal investigation that determined (1) he had permitted or encouraged clients to engage in improper conduct, and (2) had provided misleading responses to firm management when questioned about it,"" Peter Stack, a spokesman for UBS, said in an emailed statement According to the government, from January 2011 through September 2013, Ramirez advised his clients to improperly borrow money in order to invest in UBS Puerto Rico bond funds. The sales generated approximately $1.2 million in commissions. The use of the credit lines to purchase securities was not allowed by UBS Puerto Rico. However, Ramirez contends that he was not the only broker whose clients used the loans to purchase securities. He alleges in his sentencing memorandum that UBS ""was fully aware of the transactions"" and ""issued letters to at least seven financial advisors for knowing, allowing, or encouraging"" the scheme. Ramirez has been the only person prosecuted for the involvement in the scheme to date. The sales generated commissions when the credit lines were drawn down at UBS's Utah subsidiary and then again when the clients used the money to invest in the closed end funds managed by Ramirez. These highly levered funds were chock full of Puerto Rico bonds. By the end of June 2013, two separate bonds accounted for more than 90 percent of the net assets in 10 of UBS funds. At its peak, UBS had the largest wealth management business in Puerto Rico, representing an estimated 20,000 households. A CNBC investigation in December 2017 found that UBS was not forthcoming with its clients and brokers about the extent of the risks associated with its proprietary bond funds sold to residents on the island, even as the values of the funds plummeted. By 2012, UBS investors on the island had about $10 billion invested in the funds, or roughly 10 percent of the island's gross domestic product. In 2013, the bottom fell out of the Puerto Rico bond market, which caused a steep drop in the value of the bond funds. Many customers were forced to sell their bonds funds because they had no other available assets to meet account maintenance calls. That created significant losses. According to the government, the market collapse ultimately exposed Ramirez's scheme. Later that year, in August, the Financial Industry Regulatory Authority permanently barred him from acting as a broker or associating with a broker-dealer firm after he failed to cooperate with regulators during his on-the-record testimony. According to court documents, Ramirez didn't answer the regulator's questions because he had invoked his Fifth Amendment right under the U.S. Constitution. He also asserted his constitutional right to remain silent in the legal proceedings for the SEC's civil case. Ramirez finally broke his silence this past Saturday when he named seven individuals, he alleges were either involved in, had knowledge of, or encouraged the transactions of the scheme. In his sentencing memorandum, Ramirez singled-out: Doel Garcia, a UBS executive, Ramiro Colon, a UBS Puerto Rico branch manager and his former supervisor, Carlos Ubinas, the chairman and president of UBS Puerto Rico, as well as four current or former UBS Puerto Rico brokers: David Lugo, Fernando Castillo, Leslie Highley and Luis Sanchez. In response to these allegations, a spokesman from UBS said: ""In its sentencing papers, the DOJ described Mr. Ramirez's offense as 'brazen', found that he took various steps to 'circumvent' UBS controls and to 'obscure' from UBS what he was doing, and found that Mr. Ramirez 'took advantage of all parties involved.' In light of these findings, Mr. Ramirez's last-ditch efforts to blame his victims for his own criminal conduct should be seen for what it is: an attempt to escape responsibility for his own wrongdoing."" CNBC reached out to lawyers or representatives of these individuals. Cory Jacobs, the trial attorney for the U.S. government, ""flatly objected"" to the assertion that Ramirez was made a ""scapegoat"" for the scheme. ""UBS did an internal investigation that identified the defendant as the hub of the fraud,"" Jacobs told Judge Hogan. He also said that people would go into UBS and ask for ""the whopper special."" Jacobs told the Judge that Ramirez had cooperated with the government during its investigation, but that the evidence and information he provided wasn't enough for the government to prove beyond a reasonable doubt that other bankers were knowingly engaged in the fraudulent conduct. UBS added in its statement to CNBC, ""UBS refutes any insinuation of wrongdoing by any of the people he has tried to implicate."" A lawyer for Lugo said, ""Mr Lugo did not engage in the activities for which Mr. Ramirez was charged, and to which Mr. Ramirez pled guilty. Nor was Mr. Lugo ever even charged with conducting such activity. Mr. Lugo's employment arbitration against UBS-PR was settled to the satisfaction of both UBS-PR and Mr. Lugo."" UBS has previously settled with FINRA and the SEC for roughly $34 million for charges involving the sales practices of the bond funds and failure to supervise. UBS has also paid out nearly $480 million to clients in FINRA settlements and awards as of January, with over 800 cases against UBS Puerto Rico still pending, according to data compiled by SLCG. In addition, the Swiss bank has disclosed in regulatory filings an ongoing investigation by the Department of Justice into the impermissible reinvestment of loan proceeds, in regard to the Puerto Rico funds. UBS says they are cooperating with the authorities. With reporting by Leslie Picker and Scott Zamost",2019-03-29,"https://www.cnbc.com/2019/03/26/ex-ubs-broker-sentenced-in-fraudulent-puerto-rico-bond-sales-scheme.html?&qsearchterm="
"UBS posts 27% fall in net profit after a 'very challenging quarter'","Net income for the first quarter came in at $1.1 billion, versus $848 million expected in a Reuters poll of analysts.However, this was lower than the $1.57 billion reported this time last year in what was a strong quarter for the bank.CEO won't comment on reports of a potential deal with Deutsche Bank's asset management arm.","UBS reported a 27% fall in net profit for its first quarter, compared to the same period the year before, with the Swiss bank citing challenging market conditions. Net income for the first quarter came in at $1.1 billion, versus $848 million expected in a Reuters poll of analysts. However, this was lower than the $1.57 billion reported this time last year in what was a strong quarter for the bank. Here are the other key highlights of the first quarter of 2019: Sergio Ermotti, the group's chief executive officer, told CNBC Thursday that it was a ""very challenging quarter"" but he was ""pleased"" with the resilience of the results, nonetheless. The bank's wealth management division and its investment banking unit saw much lower operating profits than in the first quarter of 2018. The former registered an operating profit of $873 million, versus $1.1 billion a year ago. In investment banking, operating income fell to $221 million from $619 million a year ago. UBS said this was caused by the challenging trading environment, mainly in Europe and Asia. Speaking to CNBC's Joumanna Bercetche, Ermotti also said the bank outperformed in 2018 and this would have accentuated the 64% drop in profits at the investment banking unit. ""Last year, we outperformed all our peers across the board, and therefore the year-on-year comparison is quite challenging to us,"" he said. Despite a tough start in 2019, UBS expects economic growth and market performance to recover and stabilize in the coming months. ""We are likely to benefit from this environment ... Higher invested assets are expected to lead to an increase in recurring revenues in Global Wealth Management and Asset Management, compared with the first quarter of 2019,"" the bank said in a statement. Ermotti confirmed to CNBC Thursday that the Swiss bank aims to repurchase up to $1 billion in shares this year, as announced at the end of 2018. Shares rose 1.4% in early deals.  Media reports have suggested this week that UBS is in talks with the asset management division of Deutsche Bank about a potential merger. Ermotti told CNBC that he would not comment on the reports. ""We don't comment on rumors. I think our asset management business has been going through a huge transformation, it's very successful in its business areas ... it's no surprise that there are rumors around the asset management industry, but we don't comment on specific rumors,"" he said.",2019-04-25,"https://www.cnbc.com/2019/04/25/ubs-earnings-q1-2019.html?&qsearchterm="
"Barclays analysts call for UBS strategy overhaul, suggest break up of Swiss bank","Barclays analysts cut the price target for UBS by 6%, questioning its ability to generate satisfactory returns.A note published Monday suggested a possible break up of the Swiss bank.","Barclays analysts have questioned the ability of UBS to achieve satisfactory returns, suggesting market expectations of the Swiss investment bank are too high. In a note published Monday, Barclays European banks analysts Amit Goel, Jun Yang and Krishnendra Dubey cut their price target for UBS by 6%, and suggested the bank may need a strategy overhaul to avoid weak profitability. However, they also noted that no imminent changes were expected. Justifying their ""underweight"" position on UBS compared to the neutral industry view, the analysts said that while the market environment may be challenging, competitors focusing on niche products were ""generating much higher RoEs (return on equity)."" ""Many investors we speak to believe that UBS should also be able to achieve higher returns, and have been frustrated for some time in this regard."" The note specifically referenced Swiss private bank Julius Baer, which most recently reported underlying pre-tax return on tangible investment (RoTE) of 33% for 2018. UBS is currently targeting RoTE of 12.5% in 2019, although sell-side analysts do not currently expect the group to achieve this. Along with questions of organization, the note also questions whether more broadly, it would make sense to ""break up"" the UBS group, and whether the ""costs of size are more than outweighing the benefits?"" The analysts acknowledged the common justifications offered for weak profitability, including the global nature of the business and structural costs of spanning different jurisdictions. The fact that the group's U.S. business has a structurally low operating margin, but is ""tax efficient,"" was also cited along with the significant amount of capital tied up in the investment bank. However, the note called into question whether the current business model could optimize returns, and whether the profitability potential of the group could in fact decline further from here. The note suggested the profitability of UBS' wealth business is being ""diluted away"" and called into question the bank's heavy focus on its investment bank, along with its emphasis on ultra-high net worth (UHNW) clients. ""The vast majority of the Investment Banking (IB) operations are unnecessary for the UHNW client base, or UHNW clients are lower profitability than HNW clients,"" the note stated. UBS management reaffirmed its current strategy at the investor update in October 2018 and the note said that since that date, expectations for the bank had been ""downgraded materially."" A spokesman for UBS declined to comment when contacted by CNBC.",2019-05-15,"https://www.cnbc.com/2019/05/15/barclays-analysts-call-for-ubs-strategy-overhaul-suggest-break-up-of-swiss-bank.html?&qsearchterm="
"S&P still on course for gains despite trade war wobbles, UBS predicts","The S&P 500 fell 0.6% Friday, following a 2.5% decline in China's CSI 300 index, accompanied by reports that trade negotiations had stalled. The benchmark is down nearly 3% this month.U.S. real gross domestic product (GDP) confounded expectations in the first quarter to rise 3.2% on an annualized quarter-over-quarter basis, while unemployment recently dropped to 3.6%, its lowest reading in 50 years.","Despite concerns about the intensifying trade conflict between the U.S. and China, UBS analysts insist that market fundamentals in the world's largest economy remain strong. In a note published Monday, strategists at the Swiss investment bank said that while investors should protect against any downside, it makes sense to stay invested in the S&P 500 on account of resilient earnings growth, low recession risk and cheap stock opportunities. The  fell 0.6% Friday, following a 2.5% decline in China's CSI 300 index, accompanied by reports that trade negotiations had stalled. The benchmark is down nearly 3% this month with some hefty bouts of selling after negative newsflow from the trade talks. However, UBS predicts more gains on top of the 14% it's already risen this year. The analysts set a six-month target for the S&P of 2,950 points, around 3.2% higher than the current level. ""Despite the imposition of tariffs and difficult year-over-year comparisons, the first-quarter U.S. earnings season illustrated the health of the corporate profit cycle,"" the note from the investment research team stated. UBS analysts expect a trade deal between the U.S. and China will be reached based on the prevalence of ""economic self-interest,"" and therefore maintain a forecast for S&P 500 earnings per share (EPS) to rise 3% year-on-year in 2019, adding a further 7% in 2020. U.S. real gross domestic product (GDP) confounded expectations in the first quarter to rise 3.2% on an annualized quarter-over-quarter basis, while unemployment recently dropped to 3.6%, its lowest reading in 50 years. ""The $20 trillion U.S. economy is large enough to absorb the threatened direct effects of tariffs without risking a recession,"" the analysts said. ""That said, a lasting and escalating trade dispute would have a chilling effect on investment spending that could represent a 0.75–1% hit to GDP."" Heightened tensions between Washington and Beijing do have the potential to undermine the U.S. economy and markets, and the UBS analysts would have expected a further 4.5% drag on earnings had the President Donald Trump administration followed through with all of its threatened tariffs last week. The U.S. on Friday delayed tariffs on cars and auto part imports for up to six months. The U.S. president has also threatened to put 25% tariffs on $325 billion in Chinese goods that remain untaxed. However, UBS strategists stressed that given the likelihood of a deal, investors should stay the course but ""maintain countercyclical positions as near-term volatility is likely to remain heightened.""",NA,"https://www.cnbc.com/2019/05/20/sp-still-on-course-for-gains-despite-trade-war-wobbles-ubs-predicts.html?&qsearchterm="
"UBS sees 'potential for resolution' in the US-China trade talks despite current 'volatility'","On Friday, Chinese representatives in Washington to discuss trade ahead of next month's high-level talks cancelled a planned trip to meet with U.S. farmers.""You have to look through these because there've been ups and downs in these negotiations, there's been a lot of volatility on both sides about these negotiations,"" said Axel Weber, UBS chairman.Both the U.S. and China would not be spared from such adverse economic impact — that's one of the factors that would continue to prod both parties to return to the negotiating table, predicted Weber.","Negotiations between the U.S. and China may appear volatile at times, but there's still a chance the two countries could resolve their differences over the longer term, the chairman of UBS said on Saturday. Investors have been following developments around the trade negotiations for signs on where the tariff conflict is headed. On Friday, Chinese representatives, who were in Washington to discuss trade ahead of next month's high-level talks, unexpectedly cancelled a planned trip to meet with U.S. farmers. It was a development that sent the S&P 500 down slightly. ""You have to look through these because there've been ups and downs in these negotiations, there's been a lot of volatility on both sides about these negotiations,"" Axel Weber, chairman of the Swiss wealth management giant, told CNBC's Nancy Hungerford at the Singapore Summit. ""What we're interested in is the long term developments and whilst there is a big dispute at the moment, I think there's also potential for resolution. And the potential for resolution lies in the very fact that trade is really beneficial to both sides,"" he said. The U.S.-China trade war, which started more than a year ago, has hurt business confidence and is often cited as one of the bigger risks to the global economy. The International Monetary Fund, for one, warned that elevated tariffs as a result of the U.S.-China dispute could shave 0.8% off global economic output in 2020 — and potentially result in further losses in the following years. Both the U.S. and China would not be spared from such adverse economic impact — that's one of the factors that would continue to prod both parties to return to the negotiating table, predicted Weber. Like Blackstone Executive Vice Chairman Tony James, the UBS chairman said the two countries could reach ""an agreement that will sort out certain developments"" and leave other sticking points for further negotiations. In addition to the impact on economic growth, some experts have warned the U.S.-China bilateral fight could split the technology world in two. But Weber said that divide has existed from the very beginning, with China having developed technology platforms such as those by Chinese social media platform, WeChat, and e-commerce giant Alibaba, which are similar to Facebook and Amazon in the U.S. The trade war looks likely to reinforce those divisions — which is also bad news for the global business community, he added. ""There's very little expectation ... that Chinese consumers are going to move away from those to equivalent platforms to U.S.-like platforms,"" he said. ""So, we're not facing a new reality. We're facing a bipolar system ... my expectations is it will not further integrate."" — Reuters contributed to this report.",2019-09-23,"https://www.cnbc.com/2019/09/23/look-past-the-volatility-in-us-china-trade-talks-ubs-axel-weber.html?&qsearchterm="
"Boeing and Airbus to see reduced jet demand as climate awareness grows, UBS says","Consumers are increasingly factoring in climate concerns when considering taking a flight says UBS.Jet demand could reduce as airlines witness fewer ticket sales.UBS sees biofuels as a main strategy for long-haul travel.","Rising concern about commercial flying's impact on the environment will act as a brake on passenger growth and reduce jet sales from the likes of Boeing and Airbus, according to a new report from UBS. A survey of more than 6,000 people has revealed that a growing number of travelers in Europe and America have already reduced the number of flights they took over the last 12 months because of heightened environmental awareness. Around one in four flyers in France, Germany and the U.S revealed to UBS that they had reduced flights. A smaller number of Brits (16%) admitted that climate change had forced them to forego at least one trip. Chief author of the report's findings and UBS's Head of European Industrials Equity Research, Celine Fornaro, added in the note Monday that around 27% of respondents were now ""thinking about it,"" when asked if climate worries could affect travel plans. That figure marked a rise from a similar survey taken by UBS in May which came out at 20%. Moves are afoot from European governments to discourage flying. France is to soon introduce a 1.50 euro levy on domestic tickets, rising to 18 euros ($20) on long haul travel. Germany is to double its taxes for flights originating from Germany from January next year and Switzerland is another country proposing a flight tax. UBS's model predicts that the upshot of personal concern allied to increased cost will reduce intra-European traffic growth over the next 20 years to 1.5% per year versus the 3% per year currently estimated by Airbus. Airbus also predicts air traffic within the U.S. will grow 2.1 percent each year through to 2038 but UBS trims that to 1.3% as people look for alternatives to taking a plane. China is tipped to soon be the world's largest aviation market but while Chinese respondents were not asked, the Swiss bank's researchers put forward the possibility that huge investment in train travel across China will slow the expected boom in flights. Airbus's most recent forecast says almost 11,000 new small jets will be needed to serve European and U.S. demand over the next two decades, but UBS believes that number should shrink by 7%. The bank says that in Airbus' case that could mean a reduction in revenue of almost 3 billion euros each year. Around three-quarters of respondents said they would be happy to fly in an electric or hybrid plane but only one in four said they would feel comfortable in a smaller self-piloted aircraft as a means of travel. A partially-electric regional plane is predicted by some in the industry to be around ten years away, but UBS believe battery technology may not develop to the point that can power larger craft. The researchers consider alternative biofuels as the most realistic option for long haul flights and noted efforts by California and Oregon to set new rules on carbon fuel standards for the transport sector. UBS noted however that while ""alternative fuels"" generate fewer emissions while being produced, once in the sky they emit similar levels of CO2 to traditional jet fuel.",NA,"https://www.cnbc.com/2019/09/30/boeing-and-airbus-to-see-reduced-plane-demand-as-climate-awareness-grows.html?&qsearchterm="
"UBS third-quarter profit slumps; investment banking down 59% on 'persistent' negative rates","The bank's net profit attributable to shareholders for the third quarter came in at $1.049 billion. This is lower than the $1.253 billion figure reported in the same quarter in 2018.The lender continues to face headwinds in its investment banking and global wealth management business.","Swiss lender UBS saw a 16% drop in its third-quarter net profit, compared to the same period last year, and a 59% slump at its investment banking unit amid a ""challenging environment."" The bank's net profit attributable to shareholders for the third quarter came in at $1.049 billion. This is lower than the $1.253 billion figure reported in the same quarter in 2018. Here are some key highlights for the quarter: UBS also said it expects to take restructuring expenses of $100 million in the fourth quarter of 2019. UBS, like its peers, is looking at ways to restructure as banks continue to face headwinds from low and negative interest rates. ""Low and persistent negative interest rates and expectations of further monetary easing will adversely affect net interest income compared with last year,"" UBS said in a statement Tuesday. ""As we execute on our strategy, we are balancing investments for growth while managing for efficiency,"" it added. Rising rates are good for banks since they are able to lend out money to investors at a profitable rate of interest. Lower interest rates restrict a bank's ability to make profits thus adding pressure on margins. UBS announced in August that it would introduce a 0.6% annual charge on cash savings of over 500,000 euros ($557,642) and 0.75% on savings of over 2 million Swiss francs ($2.03 million) in order to pass on the cost of negative rates. Speaking to CNBC Tuesday, CEO Sergio Ermotti said: ""The entire industry is faced with the same challenge on negative rates, so we are unfortunately forced to pass some of this pain, so we are not really passing all the pain of negative rates but I think it is inevitable that we will see, probably, the rest of the industry following on that."" UBS continues to face headwinds in its investment banking and global wealth management business. The lender's investment banking unit saw a 59% decline in the third quarter of 2019 in terms of adjusted operating profit before tax. Investment banking is a specific division of banking related to the creation of capital for other companies, governments and other entities. Meanwhile, the bank's global wealth management business saw an 2% decline in adjusted operating profit when compared to the same quarter last year. Addressing the bank's struggles with net interest and recurring fee income, Ermotti said the lender had been able to mitigate lower rates with higher transaction volumes, and was seeking to protect that dynamic. ""When I look at recurring fees, of course there you can see our clients' risk appetite is impacting recurring fees. We see them still buying into mandates but with lower risk profile, therefore with lower margins and in that sense, it was helpful in the third quarter to see the transaction line offsetting some of this,"" he told CNBC's Joumanna Bercetche. —CNBC's Elliot Smith contributed to this report. Correction: This story has been updated to accurately reflect the fall in the bank's adjusted operating profit at its global wealth management business.",2019-10-22,"https://www.cnbc.com/2019/10/22/ubs-earnings-q3-2019.html?&qsearchterm="
"UBS trader Scott Hapgood skips Anguilla court hearing month after Trump says manslaughter case looks 'very wrong'","UBS trader Scott Hapgood fails to show up for a court hearing in Anguilla, where the Connecticut man is charged with manslaughter in the death of a hotel worker, Kenny Mitchel.President Donald Trump has said that ""something looks and sounds very wrong"" about the case.A spokesman for Hapgood says he ""cannot return to Anguilla to clear his name"" because authorities there ""will not give him a fair trial or guarantee his safety.""","A UBS trader from Connecticut who is charged with manslaughter in the death of a hotel worker in Anguilla failed to return for a court hearing on that British island territory Monday — a month after President Donald Trump said that ""something looks and sounds very wrong"" about the case. A spokesman for the trader, Scott Hapgood, said the 44-year-old Darien resident cannot ""return to Anguilla to clear his name"" because authorities there ""will not give him a fair trial or guarantee his safety."" ""He's not going back,"" the spokesman, Jamie Diaferia, told CNBC. Diaferia said that as Monday's hearing approached, Hapgood's legal team had worked to obtain a guarantee that he would be protected if he returned to Anguilla, and that he would be allowed to return to the United States on bail after the hearing ended. Diaferia said Anguillan authorities declined to give those guarantees and also declined Hapgood's offer to appear at the hearing via a video link with the Caribbean island. The case has sparked outrage on Anguilla, where Hapgood's release on bail was heavily criticized. ""We understand there will be people in Anguilla who say Scott is running from a trial. That is 100% false,"" said Juliya Arbisman, Hapgood's international lawyer. ""There is nothing Scott wants more than to clear his name and get his life back. But he cannot clear his name if he is dead, or if the legal process by which he is bound is fundamentally biased and unjust."" Hapgood, who is on leave from UBS, is charged with killing 27-year-old Kenny Mitchel on April 13 in the Malliouhana Hotel, while two of Hapgood's children were in the room. Hapgood claims that Mitchel, who reportedly was intoxicated by alcohol and cocaine, entered his family's hotel room under the false pretense of having been sent there to fix a broken sink. Mitchel then attacked Hapgood — who was a defensive end on Dartmouth College's football team — with a knife after demanding money, according to Hapgood's account. A struggle ensued, and Mitchel died shortly thereafter. The New York Times has reported that a coroner initially ruled that Mitchel died from asphyxiation. But the same coroner later revised that report after toxicology tests, which suggested that Mitchel ""had so much cocaine in his bloodstream that he was essentially a dying man when he entered Mr. Hapgood's suite that day,"" the Times reported. Hapgood, an account manager with UBS Global Management in New York, is free on a $74,000 bond. Trump first took note of Hapgood on Oct. 14 after the Fox News show ""Fox and Friends"" — a favorite of the president's — aired a segment about the criminal case. ""Will be looking into the Scott Hapgood case, and the Island of Anguilla,"" Trump wrote in a tweet. ""Something looks and sounds very wrong. I know Anguilla will want to see this case be properly and justly resolved."" Twitter The White House had no immediate comment when asked about Hapgood failing to show up for his mandated court appearance on Anguilla. Hapgood's spokesman Diaferia noted in a statement that, ""Despite the unfairness of the charge continuing, Scott has cooperated with the Anguillan legal process and has returned to the island three times for hearings in an effort to clear his name."" ""But it has become progressively apparent that Scott would not receive a fair trial in Anguilla,"" the statement said. ""During the process, a toxicology report was suppressed, witnesses altered their accounts and submitted new statements that were false, a revised cause of death was ignored, legal counsel was excluded from the hearing, and numerous other actions that suggested that politics are governing Scott's case rather than the law and the facts."" The statement said that if authorities revoked Hapgood's bail, ""There is a significant likelihood Scott's incarceration would be indefinite, as a trial may not happen for many years."" And ""there is near certainty the death threats he has received will come to fruition if he were to be held in an Anguillan prison for any length of time,"" the statement said. Hapgood's wife, Kallie Hapgood, told The New York Post last month that she had ""begged him from day one not to go back there"" to Anguilla. ""He knows he did nothing wrong. He's not responsible for Mitchel's death, but to me, I don't know if that is enough to keep him safe. If he were to be remanded to prison, I think it would be the equivalent of a death sentence,"" Kallie Hapgood told The Post.",2019-11-11,"https://www.cnbc.com/2019/11/11/ubs-trader-scott-hapgood-skips-anguilla-hearing-after-trump-comment.html?&qsearchterm="
"China's growth is slowing — but UBS is 'overweight' on Chinese stocks anyway","Tan Min Lan, UBS head of chief investment office in Asia Pacific, said overall Chinese corporate earnings have done better than expected in the third quarter.She explained that even though growth is slowing in China, the country's economic restructuring is ""actually bearing fruit"" which would benefit some companies. In a 2020 outlook report, UBS said it likes stocks of Chinese internet companies and businesses in the 5G smartphone supply chain.","Economic growth in China is slowing down amid an ongoing trade war with the U.S. — but Swiss wealth management giant UBS is not budging from its ""overweight"" position in Chinese stocks. Chinese gross domestic product grew 6% year-over-year in the third quarter, the weakest pace in at least 27.5 years. UBS forecast that growth in the world's second-largest economy will end this year at 6.1% before slowing even more in the coming years to 5.7% in 2020 and 5.6% in 2021. ""I think what's been very interesting with regards to the Chinese market is that even though growth is slowing, you can actually see that the economic restructuring that they have been trying to pursue is actually bearing fruit,"" Tan Min Lan, the wealth manager's head of chief investment office in Asia Pacific, told CNBC's ""Street Signs"" on Thursday. She explained that economic restructuring in the last few years has led to consumption contributing a larger share of Chinese growth now, compared with a few years ago. In addition, China has been growing the share of higher value added manufacturing in its economy and consolidated sectors such as upstream materials and property, she said. Those changes have benefited some companies. As a result, earnings of Chinese companies have done better than expected, said Tan. ""If you look at the third-quarter reporting season, overall earnings growth is closer to about 10% year-on-year growth, which is an acceleration in the second quarter which is about 5%,"" she said. ""We think that Chinese stock market continues to have a lot of interesting opportunities that one can pursue."" In a 2020 outlook report released on Wednesday, UBS said it likes stocks of Chinese internet companies and businesses in the 5G smartphone supply chain. Without naming specific stocks, the wealth manager said ""share prices of Chinese internet companies have been mixed this year, weighed down by heavy investments in new growth areas like video, cloud, payments and expansion to low-tier cities."" But some of those investments could start to deliver better profits and margins in the coming year, it added. ""So driven by improving profitability and margins in new growth segments ... we expect earnings growth to accelerate for the Chinese internet sector in 2020 after two years of challenging conditions,"" said UBS.",2019-11-21,"https://www.cnbc.com/2019/11/21/investing-ubs-is-overweight-stocks-in-china-despite-slowing-growth.html?&qsearchterm="
"GE shares rise after new analyst at UBS gives stock a buy rating and predicts a big 2020 rebound","A new UBS analyst assumed coverage of GE, giving the industrial conglomerate a buy rating in his first note to investors.""We believe the stock is at a positive inflection point into 2020,"" UBS analyst Markus Mittermaier said.The previous UBS analyst had a neutral rating.","General Electric shares rose after a new analyst at UBS assumed coverage on the troubled conglomerate with a buy rating. ""We believe the stock is at a positive inflection point into 2020,"" UBS analyst Markus Mittermaier said in note to investors. The buy rating represents an upgrade in the firm's opinion of GE, as the previous analyst had a neutral rating. GE shares rose 4.3% in trading on Thursday to close at $11.44. UBS' price target, raised to $14 a share from $11.50 a share, represent a 26% climb from GE's current levels. ""We question the depth of which consensus captures the ongoing GE evolution,"" Mittermaier said. ""Analyzing GE is not trivial and requires a detailed segment level analysis. This is what we have done. Our view is based on a multitude of proprietary data."" Mittermaier sums up the conclusions of the UBS deep dive in three parts: GE successfully de-levered, will see strong earnings growth of 12% and 29% respectively in 2020 and 2021, and industrial free cash flow will triple to about $2.3 billion next year, led by GE's aviation and healthcare units. ""We expect the stock narrative to change from significant cash drag to successful transformation,"" Mittermaier said. While GE's stock has had a strong year, up more than 50% year-to-date, buy ratings like this one are still a bit difficult to come by for the industrial conglomerate. According to TipRanks, the firm has eight buy ratings – compared to twelve hold or sell ratings. – CNBC's Michael Bloom contributed to this report.",2019-12-12,"https://www.cnbc.com/2019/12/11/ge-shares-rise-after-new-analyst-at-ubs-gives-stock-a-buy-rating-and-predicts-a-big-2020-rebound.html?&qsearchterm="
"Gold has 'growing potential' to break $1,800 an ounce, says UBS","There's ""growing potential"" for the price of gold to break $1,800 per ounce, according to UBS Investment Bank's Joni Teves.As of Monday afternoon Singapore time, the price of spot gold was around $1,698.61 per ounce, an almost 12% increase year-to-date.Last week, the World Gold Council released its first quarter 2020 demand trends report for the precious metal, where it highlighted that the global coronavirus outbreak was ""the single biggest factor influencing gold demand.""","Gold prices could ""break the highs"" seen earlier this year, after declining in March along with assets across the board, according to UBS Investment Bank's Joni Teves. ""There is growing potential (for gold) to break $1,800 (per ounce) in my view,"" Joni Teves, precious metal strategist at UBS Investment Bank, told CNBC's ""Squawk Box Asia"" on Monday. In the near term, the firm has a target price for gold at $1,790 per ounce. That comes as ""investor interest continues to grow in this environment of uncertainty and negative real rates,"" Teves said. As of Monday afternoon Singapore time, the price of spot gold was around $1,698.61 per ounce, an almost 12% increase year to date. Last week, the World Gold Council released its first-quarter 2020 demand trends report for the precious metal, where it highlighted that the global coronavirus outbreak was ""the single biggest factor influencing gold demand."" ""As the scale of the pandemic — and its potential economic impact — started to emerge, investors sought safe-haven assets,"" the report said. ""Gold ETFs saw the highest quarterly inflows for four years amid global uncertainty and financial market volatility."" For her part, UBS' Teves said the move in gold had been drive by a ""pickup in investor interest, particularly from institutional investors."" ""Gold is becoming attractive in this environment where uncertainty is very high, growth is expected to weaken, and at the same time you have negative real rates which make gold attractive to hold as a diversifier in investor portfolios,"" Teves said. Meanwhile, Fat Prophets' David Lennox told CNBC in an email that the ""bigger tailwind"" for gold prices is in the actions of government and central banks. Large government expenditure to stimulate ""flagging economies"" hit by Covid-19 has raised concerns over debt in a future without the virus, said Lennox, who is a resources analyst at the firm. Furthermore, he added, currencies are also being driven lower as a result of central banks cutting rates to stimulate economies. ""Fiat currencies post COVID will not be the place to be invested,"" Lennox said, in reference to government-issued currency  that is not backed by a physical commodity.",2020-05-04,"https://www.cnbc.com/2020/05/04/gold-has-growing-potential-to-break-1800-an-ounce-says-ubs.html?&qsearchterm="
